text,sentiment
akporsa beg tlk trueif wnjaarku na ur brodau go stll allw amdey speak engradiobc we im brodas wen write petitionbrila,Negative
e fit cos conflict unto say why the man gats rescue the woman say the man dey try talk say the woman dey weak next thing the two kingdoms go get issues and like that hatred go start,Negative
i sha no understand my ig i dey see plenty followers for my tl but the number of ffws dey reduce e dey pain me,Negative
so edo pple una don carry una leg come out see una for cnn trafficking ur pple,Negative
e don reach my own u wan come change format,Negative
wetin dey happen na everywhere just dry shey mazi don carry all di drama go ni,Negative
bro i swear i feel very uncomfortable wen they call me sir for my mind i go de say i hope say dis man no say i b small boy or mayb my voice de deceive them,Negative
yu wey don get space for thr rm up bunk nigga pls contact yabaleft asap dat my prayers wud be answered yes,Negative
these days to dey comot no dey too hungry me like that again i am living such a boring life,Negative
no light in citec gwarinpa please epp e be like e don dey master una sha,Negative
this heat and no light since morning god na your hand e de now oh,Negative
me sef shock even people wey dey this entire world no pass billion what is the reach of dstv again lol,Negative
tried of my cso wakes pass role cant wait to go home been one of the longest day in my life as person never make man no fit sidon look maya ikorodu,Negative
wetin bro chimezie go do he don cry tire sotey e eye come swell up like say boil catch am him dey vex for aka,Negative
lmao dem dey mad na who born dem,Negative
most def you will get tired of his points sef,Negative
who baba please chop pepper oo e be like say u don high oo sevilla beat me bawo,Negative
i dey complain say funds no dey you go root this post out how helper wan help me like this,Negative
e suppose shoot seun,Negative
na demo o i dey overleverage steady the losing trades dey vex me,Negative
bro dont do this to us,Negative
imagine say you cast for lagos omo e don be,Negative
ashlux cap wey come be k unko make u come enter bike breezz carry am enter canal,Negative
are nengi and kidd dating too una globe people like to insert una mouth for matter wey no concern una if we come for baby elephant now you people will start crying,Negative
you sef dey act like depe person wey dey collect choc from mary and martha no go don sabi them,Negative
these girls don collect all my money today which kain wahala i enter like this,Negative
abeg i nor do wahz dis na,Negative
when ure eating all kinds of meat and then ur mind is like chop am ochop am wellasna sit ur belle go suffer when sit up time don reach,Negative
i no fit ever forget tom ford wey i buy k wey smell like say them mix face powder with water carry gimme,Negative
like play like play eric don die he carry that powerful voice go like that na wa ooooo what a sad night im so broken rip eric,Negative
people wey get girlfriend dey here dey do video call and then theres me,Negative
come u this child leave me alone na na u fess snap person pishure na bcos of this thing i dey see family members run so,Negative
why mama dey para she sef suppose dn leave street make she sempe,Negative
lmfaoo this nurse doesnt know im mad dey slow am i go dey increase am,Negative
my crush no dey reason me again oluwa wetin dey occur,Negative
we decided to help dia life and give dem better music na arrest dem dey arrest us uganda will suffer for yrs,Negative
didnt i say itmo ti unfollow e na man wey wan sell fine gate,Negative
facebook na worst place to be doing advertising on it so many dumb questions wetn dey vex me pass say them go see your price on a product yet them go dey price the thing as if na meat them won buy god im stressed,Negative
what kind of dark joke is this this night ehn abeg its past midnight na now ghosts dey waka o,Negative
lol baba dey change squad like say na friendly b every game im tired,Negative
my brother we don forgive you but we cannot forget argh you sef reason am bro e dey pain me sef like this,Negative
na wetin samson bin dey think be that before him find out say she don use him head play gg and ov,Negative
i post a video on my whatsapp status and my own blood quotes it with so lonely better goan find boyfriend boys don dey form for girls nowadays o please who needs a new family member im giving out for free,Negative
